git [Time: 2024-04-22 04:17:39,856, File: weather.py:17, Function: get_weather] DEBUG -  Getting weather for 28348
[Time: 2024-04-22 11:33:49,052, File: _internal.py:96, Function: _log] INFO -   * Detected change in '/mnt/d/GlobalDevExperts_DevOps/VSCode_GlobalDevOps_Projects/GDE_WebProject/app.py', reloading
[Time: 2024-04-22 11:33:49,376, File: _internal.py:96, Function: _log] INFO -   * Restarting with stat
[Time: 2024-04-22 11:33:50,711, File: _internal.py:96, Function: _log] WARNING -   * Debugger is active!
[Time: 2024-04-22 11:33:50,712, File: _internal.py:96, Function: _log] INFO -   * Debugger PIN: 124-700-227
[Time: 2024-04-22 11:33:50,826, File: weather.py:17, Function: get_weather] DEBUG -  Getting weather for None
[Time: 2024-04-22 11:33:50,828, File: connectionpool.py:1055, Function: _new_conn] DEBUG -  Starting new HTTPS connection (1): us-weather-by-zip-code.p.rapidapi.com:443
[Time: 2024-04-22 11:33:51,092, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://us-weather-by-zip-code.p.rapidapi.com:443 "GET /getweatherzipcode HTTP/1.1" 400 46
[Time: 2024-04-22 11:33:51,101, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 11:33:51] "[35m[1mGET /getWeather/28306 HTTP/1.1[0m" 500 -
[Time: 2024-04-22 11:33:51,162, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 11:33:51] "[36mGET /getWeather/28306?__debugger__=yes&cmd=resource&f=style.css HTTP/1.1[0m" 304 -
[Time: 2024-04-22 11:33:51,162, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 11:33:51] "[36mGET /getWeather/28306?__debugger__=yes&cmd=resource&f=debugger.js HTTP/1.1[0m" 304 -
[Time: 2024-04-22 11:33:51,220, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 11:33:51] "[36mGET /getWeather/28306?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1[0m" 304 -
[Time: 2024-04-22 11:33:53,947, File: weather.py:17, Function: get_weather] DEBUG -  Getting weather for None
[Time: 2024-04-22 11:33:53,948, File: connectionpool.py:1055, Function: _new_conn] DEBUG -  Starting new HTTPS connection (1): us-weather-by-zip-code.p.rapidapi.com:443
[Time: 2024-04-22 11:33:54,149, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://us-weather-by-zip-code.p.rapidapi.com:443 "GET /getweatherzipcode HTTP/1.1" 400 46
[Time: 2024-04-22 11:33:54,156, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 11:33:54] "[35m[1mGET /getWeather/28306 HTTP/1.1[0m" 500 -
[Time: 2024-04-22 11:33:54,202, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 11:33:54] "[36mGET /getWeather/28306?__debugger__=yes&cmd=resource&f=style.css HTTP/1.1[0m" 304 -
[Time: 2024-04-22 11:33:54,203, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 11:33:54] "[36mGET /getWeather/28306?__debugger__=yes&cmd=resource&f=debugger.js HTTP/1.1[0m" 304 -
[Time: 2024-04-22 11:33:54,283, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 11:33:54] "[36mGET /getWeather/28306?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1[0m" 304 -
[Time: 2024-04-22 11:35:09,741, File: _internal.py:96, Function: _log] INFO -   * Detected change in '/mnt/d/GlobalDevExperts_DevOps/VSCode_GlobalDevOps_Projects/GDE_WebProject/app.py', reloading
[Time: 2024-04-22 11:35:10,092, File: _internal.py:96, Function: _log] INFO -   * Restarting with stat
[Time: 2024-04-22 11:35:11,379, File: _internal.py:96, Function: _log] WARNING -   * Debugger is active!
[Time: 2024-04-22 11:35:11,379, File: _internal.py:96, Function: _log] INFO -   * Debugger PIN: 124-700-227
[Time: 2024-04-22 11:35:11,780, File: weather.py:17, Function: get_weather] DEBUG -  Getting weather for None
[Time: 2024-04-22 11:35:11,783, File: connectionpool.py:1055, Function: _new_conn] DEBUG -  Starting new HTTPS connection (1): us-weather-by-zip-code.p.rapidapi.com:443
[Time: 2024-04-22 11:35:12,129, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://us-weather-by-zip-code.p.rapidapi.com:443 "GET /getweatherzipcode HTTP/1.1" 400 46
[Time: 2024-04-22 11:35:12,137, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 11:35:12] "[35m[1mGET /getWeather/28306 HTTP/1.1[0m" 500 -
[Time: 2024-04-22 11:35:12,206, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 11:35:12] "GET /getWeather/28306?__debugger__=yes&cmd=resource&f=style.css HTTP/1.1" 200 -
[Time: 2024-04-22 11:35:12,207, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 11:35:12] "GET /getWeather/28306?__debugger__=yes&cmd=resource&f=debugger.js HTTP/1.1" 200 -
[Time: 2024-04-22 11:35:12,287, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 11:35:12] "GET /getWeather/28306?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
[Time: 2024-04-22 11:35:24,943, File: _internal.py:96, Function: _log] INFO -   * Detected change in '/mnt/d/GlobalDevExperts_DevOps/VSCode_GlobalDevOps_Projects/GDE_WebProject/app.py', reloading
[Time: 2024-04-22 11:35:25,318, File: _internal.py:96, Function: _log] INFO -   * Restarting with stat
[Time: 2024-04-22 11:35:26,604, File: _internal.py:96, Function: _log] WARNING -   * Debugger is active!
[Time: 2024-04-22 11:35:26,604, File: _internal.py:96, Function: _log] INFO -   * Debugger PIN: 124-700-227
[Time: 2024-04-22 11:35:30,134, File: _internal.py:96, Function: _log] INFO -   * Detected change in '/mnt/d/GlobalDevExperts_DevOps/VSCode_GlobalDevOps_Projects/GDE_WebProject/app.py', reloading
[Time: 2024-04-22 11:35:30,466, File: _internal.py:96, Function: _log] INFO -   * Restarting with stat
[Time: 2024-04-22 11:35:31,727, File: _internal.py:96, Function: _log] WARNING -   * Debugger is active!
[Time: 2024-04-22 11:35:31,728, File: _internal.py:96, Function: _log] INFO -   * Debugger PIN: 124-700-227
[Time: 2024-04-22 11:35:45,592, File: weather.py:17, Function: get_weather] DEBUG -  Getting weather for None
[Time: 2024-04-22 11:35:45,597, File: connectionpool.py:1055, Function: _new_conn] DEBUG -  Starting new HTTPS connection (1): us-weather-by-zip-code.p.rapidapi.com:443
[Time: 2024-04-22 11:35:45,942, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://us-weather-by-zip-code.p.rapidapi.com:443 "GET /getweatherzipcode HTTP/1.1" 400 46
[Time: 2024-04-22 11:35:45,950, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 11:35:45] "[35m[1mGET /getWeather/28306 HTTP/1.1[0m" 500 -
[Time: 2024-04-22 11:35:45,987, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 11:35:45] "[36mGET /getWeather/28306?__debugger__=yes&cmd=resource&f=style.css HTTP/1.1[0m" 304 -
[Time: 2024-04-22 11:35:45,988, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 11:35:45] "[36mGET /getWeather/28306?__debugger__=yes&cmd=resource&f=debugger.js HTTP/1.1[0m" 304 -
[Time: 2024-04-22 11:35:46,088, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 11:35:46] "[36mGET /getWeather/28306?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1[0m" 304 -
[Time: 2024-04-22 11:37:36,261, File: _internal.py:96, Function: _log] INFO -   * Detected change in '/mnt/d/GlobalDevExperts_DevOps/VSCode_GlobalDevOps_Projects/GDE_WebProject/app.py', reloading
[Time: 2024-04-22 11:37:36,662, File: _internal.py:96, Function: _log] INFO -   * Restarting with stat
[Time: 2024-04-22 11:37:37,986, File: _internal.py:96, Function: _log] WARNING -   * Debugger is active!
[Time: 2024-04-22 11:37:37,986, File: _internal.py:96, Function: _log] INFO -   * Debugger PIN: 124-700-227
[Time: 2024-04-22 11:37:39,845, File: weather.py:17, Function: get_weather] DEBUG -  Getting weather for None
[Time: 2024-04-22 11:37:39,848, File: connectionpool.py:1055, Function: _new_conn] DEBUG -  Starting new HTTPS connection (1): us-weather-by-zip-code.p.rapidapi.com:443
[Time: 2024-04-22 11:37:40,211, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://us-weather-by-zip-code.p.rapidapi.com:443 "GET /getweatherzipcode HTTP/1.1" 400 46
[Time: 2024-04-22 11:37:40,219, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 11:37:40] "[35m[1mGET /getWeather/28306 HTTP/1.1[0m" 500 -
[Time: 2024-04-22 11:37:40,285, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 11:37:40] "GET /getWeather/28306?__debugger__=yes&cmd=resource&f=debugger.js HTTP/1.1" 200 -
[Time: 2024-04-22 11:37:40,285, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 11:37:40] "GET /getWeather/28306?__debugger__=yes&cmd=resource&f=style.css HTTP/1.1" 200 -
[Time: 2024-04-22 11:37:40,368, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 11:37:40] "GET /getWeather/28306?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
[Time: 2024-04-22 11:37:44,897, File: weather.py:17, Function: get_weather] DEBUG -  Getting weather for None
[Time: 2024-04-22 11:37:44,898, File: connectionpool.py:1055, Function: _new_conn] DEBUG -  Starting new HTTPS connection (1): us-weather-by-zip-code.p.rapidapi.com:443
[Time: 2024-04-22 11:37:45,323, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://us-weather-by-zip-code.p.rapidapi.com:443 "GET /getweatherzipcode HTTP/1.1" 400 46
[Time: 2024-04-22 11:37:45,329, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 11:37:45] "[35m[1mGET /getWeather/28306 HTTP/1.1[0m" 500 -
[Time: 2024-04-22 11:37:45,413, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 11:37:45] "[36mGET /getWeather/28306?__debugger__=yes&cmd=resource&f=style.css HTTP/1.1[0m" 304 -
[Time: 2024-04-22 11:37:45,413, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 11:37:45] "[36mGET /getWeather/28306?__debugger__=yes&cmd=resource&f=debugger.js HTTP/1.1[0m" 304 -
[Time: 2024-04-22 11:37:45,512, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 11:37:45] "[36mGET /getWeather/28306?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1[0m" 304 -
[Time: 2024-04-22 11:38:10,425, File: _internal.py:96, Function: _log] INFO -   * Detected change in '/mnt/d/GlobalDevExperts_DevOps/VSCode_GlobalDevOps_Projects/GDE_WebProject/app.py', reloading
[Time: 2024-04-22 11:38:10,748, File: _internal.py:96, Function: _log] INFO -   * Restarting with stat
[Time: 2024-04-22 11:38:11,959, File: _internal.py:96, Function: _log] WARNING -   * Debugger is active!
[Time: 2024-04-22 11:38:11,959, File: _internal.py:96, Function: _log] INFO -   * Debugger PIN: 124-700-227
[Time: 2024-04-22 11:38:14,384, File: _internal.py:96, Function: _log] INFO -   * Detected change in '/mnt/d/GlobalDevExperts_DevOps/VSCode_GlobalDevOps_Projects/GDE_WebProject/app.py', reloading
[Time: 2024-04-22 11:38:14,695, File: _internal.py:96, Function: _log] INFO -   * Restarting with stat
[Time: 2024-04-22 11:38:15,982, File: _internal.py:96, Function: _log] WARNING -   * Debugger is active!
[Time: 2024-04-22 11:38:15,983, File: _internal.py:96, Function: _log] INFO -   * Debugger PIN: 124-700-227
[Time: 2024-04-22 11:38:21,758, File: _internal.py:96, Function: _log] INFO -   * Detected change in '/mnt/d/GlobalDevExperts_DevOps/VSCode_GlobalDevOps_Projects/GDE_WebProject/app.py', reloading
[Time: 2024-04-22 11:38:22,169, File: _internal.py:96, Function: _log] INFO -   * Restarting with stat
[Time: 2024-04-22 11:38:23,625, File: _internal.py:96, Function: _log] WARNING -   * Debugger is active!
[Time: 2024-04-22 11:38:23,625, File: _internal.py:96, Function: _log] INFO -   * Debugger PIN: 124-700-227
[Time: 2024-04-22 11:38:29,378, File: _internal.py:96, Function: _log] INFO -   * Detected change in '/mnt/d/GlobalDevExperts_DevOps/VSCode_GlobalDevOps_Projects/GDE_WebProject/app.py', reloading
[Time: 2024-04-22 11:38:29,707, File: _internal.py:96, Function: _log] INFO -   * Restarting with stat
[Time: 2024-04-22 11:38:30,983, File: _internal.py:96, Function: _log] WARNING -   * Debugger is active!
[Time: 2024-04-22 11:38:30,984, File: _internal.py:96, Function: _log] INFO -   * Debugger PIN: 124-700-227
[Time: 2024-04-22 11:38:34,748, File: weather.py:17, Function: get_weather] DEBUG -  Getting weather for None
[Time: 2024-04-22 11:38:34,750, File: connectionpool.py:1055, Function: _new_conn] DEBUG -  Starting new HTTPS connection (1): us-weather-by-zip-code.p.rapidapi.com:443
[Time: 2024-04-22 11:38:35,099, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://us-weather-by-zip-code.p.rapidapi.com:443 "GET /getweatherzipcode HTTP/1.1" 400 46
[Time: 2024-04-22 11:38:35,108, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 11:38:35] "[35m[1mGET /getWeather/28306 HTTP/1.1[0m" 500 -
[Time: 2024-04-22 11:38:35,167, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 11:38:35] "[36mGET /getWeather/28306?__debugger__=yes&cmd=resource&f=debugger.js HTTP/1.1[0m" 304 -
[Time: 2024-04-22 11:38:35,169, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 11:38:35] "GET /getWeather/28306?__debugger__=yes&cmd=resource&f=style.css HTTP/1.1" 200 -
[Time: 2024-04-22 11:38:35,281, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 11:38:35] "GET /getWeather/28306?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
[Time: 2024-04-22 11:38:39,014, File: weather.py:17, Function: get_weather] DEBUG -  Getting weather for None
[Time: 2024-04-22 11:38:39,015, File: connectionpool.py:1055, Function: _new_conn] DEBUG -  Starting new HTTPS connection (1): us-weather-by-zip-code.p.rapidapi.com:443
[Time: 2024-04-22 11:38:39,249, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://us-weather-by-zip-code.p.rapidapi.com:443 "GET /getweatherzipcode HTTP/1.1" 400 46
[Time: 2024-04-22 11:38:39,255, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 11:38:39] "[35m[1mGET /getWeather/28306 HTTP/1.1[0m" 500 -
[Time: 2024-04-22 11:38:39,305, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 11:38:39] "[36mGET /getWeather/28306?__debugger__=yes&cmd=resource&f=style.css HTTP/1.1[0m" 304 -
[Time: 2024-04-22 11:38:39,305, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 11:38:39] "[36mGET /getWeather/28306?__debugger__=yes&cmd=resource&f=debugger.js HTTP/1.1[0m" 304 -
[Time: 2024-04-22 11:38:39,384, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 11:38:39] "[36mGET /getWeather/28306?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1[0m" 304 -
[Time: 2024-04-22 11:38:46,780, File: _internal.py:96, Function: _log] INFO -   * Detected change in '/mnt/d/GlobalDevExperts_DevOps/VSCode_GlobalDevOps_Projects/GDE_WebProject/app.py', reloading
[Time: 2024-04-22 11:38:47,133, File: _internal.py:96, Function: _log] INFO -   * Restarting with stat
[Time: 2024-04-22 11:38:48,477, File: _internal.py:96, Function: _log] WARNING -   * Debugger is active!
[Time: 2024-04-22 11:38:48,477, File: _internal.py:96, Function: _log] INFO -   * Debugger PIN: 124-700-227
[Time: 2024-04-22 11:38:48,587, File: weather.py:17, Function: get_weather] DEBUG -  Getting weather for None
[Time: 2024-04-22 11:38:48,590, File: connectionpool.py:1055, Function: _new_conn] DEBUG -  Starting new HTTPS connection (1): us-weather-by-zip-code.p.rapidapi.com:443
[Time: 2024-04-22 11:38:49,456, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://us-weather-by-zip-code.p.rapidapi.com:443 "GET /getweatherzipcode HTTP/1.1" 400 46
[Time: 2024-04-22 11:38:49,464, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 11:38:49] "[35m[1mGET /getWeather/28306 HTTP/1.1[0m" 500 -
[Time: 2024-04-22 11:38:49,519, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 11:38:49] "[36mGET /getWeather/28306?__debugger__=yes&cmd=resource&f=style.css HTTP/1.1[0m" 304 -
[Time: 2024-04-22 11:38:49,525, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 11:38:49] "[36mGET /getWeather/28306?__debugger__=yes&cmd=resource&f=debugger.js HTTP/1.1[0m" 304 -
[Time: 2024-04-22 11:38:49,584, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 11:38:49] "[36mGET /getWeather/28306?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1[0m" 304 -
[Time: 2024-04-22 11:38:50,481, File: weather.py:17, Function: get_weather] DEBUG -  Getting weather for None
[Time: 2024-04-22 11:38:50,482, File: connectionpool.py:1055, Function: _new_conn] DEBUG -  Starting new HTTPS connection (1): us-weather-by-zip-code.p.rapidapi.com:443
[Time: 2024-04-22 11:38:50,700, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://us-weather-by-zip-code.p.rapidapi.com:443 "GET /getweatherzipcode HTTP/1.1" 400 46
[Time: 2024-04-22 11:38:50,706, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 11:38:50] "[35m[1mGET /getWeather/28306 HTTP/1.1[0m" 500 -
[Time: 2024-04-22 11:38:50,762, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 11:38:50] "[36mGET /getWeather/28306?__debugger__=yes&cmd=resource&f=style.css HTTP/1.1[0m" 304 -
[Time: 2024-04-22 11:38:50,762, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 11:38:50] "[36mGET /getWeather/28306?__debugger__=yes&cmd=resource&f=debugger.js HTTP/1.1[0m" 304 -
[Time: 2024-04-22 11:38:50,806, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 11:38:50] "[36mGET /getWeather/28306?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1[0m" 304 -
[Time: 2024-04-22 11:39:43,269, File: weather.py:17, Function: get_weather] DEBUG -  Getting weather for None
[Time: 2024-04-22 11:39:43,271, File: connectionpool.py:1055, Function: _new_conn] DEBUG -  Starting new HTTPS connection (1): us-weather-by-zip-code.p.rapidapi.com:443
[Time: 2024-04-22 11:39:43,599, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://us-weather-by-zip-code.p.rapidapi.com:443 "GET /getweatherzipcode HTTP/1.1" 400 46
[Time: 2024-04-22 11:39:43,606, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 11:39:43] "[35m[1mGET /getWeather/28306 HTTP/1.1[0m" 500 -
[Time: 2024-04-22 11:39:43,662, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 11:39:43] "[36mGET /getWeather/28306?__debugger__=yes&cmd=resource&f=debugger.js HTTP/1.1[0m" 304 -
[Time: 2024-04-22 11:39:43,662, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 11:39:43] "GET /getWeather/28306?__debugger__=yes&cmd=resource&f=style.css HTTP/1.1" 200 -
[Time: 2024-04-22 11:39:43,749, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 11:39:43] "GET /getWeather/28306?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
[Time: 2024-04-22 11:39:45,493, File: weather.py:17, Function: get_weather] DEBUG -  Getting weather for None
[Time: 2024-04-22 11:39:45,494, File: connectionpool.py:1055, Function: _new_conn] DEBUG -  Starting new HTTPS connection (1): us-weather-by-zip-code.p.rapidapi.com:443
[Time: 2024-04-22 11:39:45,767, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://us-weather-by-zip-code.p.rapidapi.com:443 "GET /getweatherzipcode HTTP/1.1" 400 46
[Time: 2024-04-22 11:39:45,773, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 11:39:45] "[35m[1mGET /getWeather/28306 HTTP/1.1[0m" 500 -
[Time: 2024-04-22 11:39:45,825, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 11:39:45] "[36mGET /getWeather/28306?__debugger__=yes&cmd=resource&f=debugger.js HTTP/1.1[0m" 304 -
[Time: 2024-04-22 11:39:45,825, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 11:39:45] "[36mGET /getWeather/28306?__debugger__=yes&cmd=resource&f=style.css HTTP/1.1[0m" 304 -
[Time: 2024-04-22 11:39:45,917, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 11:39:45] "[36mGET /getWeather/28306?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1[0m" 304 -
[Time: 2024-04-22 11:39:52,106, File: _internal.py:96, Function: _log] INFO -   * Detected change in '/mnt/d/GlobalDevExperts_DevOps/VSCode_GlobalDevOps_Projects/GDE_WebProject/app.py', reloading
[Time: 2024-04-22 11:39:52,440, File: _internal.py:96, Function: _log] INFO -   * Restarting with stat
[Time: 2024-04-22 11:39:53,725, File: _internal.py:96, Function: _log] WARNING -   * Debugger is active!
[Time: 2024-04-22 11:39:53,726, File: _internal.py:96, Function: _log] INFO -   * Debugger PIN: 124-700-227
[Time: 2024-04-22 11:40:09,098, File: weather.py:17, Function: get_weather] DEBUG -  Getting weather for 28306
[Time: 2024-04-22 11:40:09,100, File: connectionpool.py:1055, Function: _new_conn] DEBUG -  Starting new HTTPS connection (1): us-weather-by-zip-code.p.rapidapi.com:443
[Time: 2024-04-22 11:40:09,440, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://us-weather-by-zip-code.p.rapidapi.com:443 "GET /getweatherzipcode?zip=28306 HTTP/1.1" 200 347
[Time: 2024-04-22 11:40:09,442, File: weather.py:14, Function: __init__] INFO -  Weather for 28306 retrieved
[Time: 2024-04-22 11:40:09,443, File: weather.py:39, Function: verbal_weather] DEBUG -  Verbose message requested for 28306
[Time: 2024-04-22 11:40:09,443, File: weather.py:40, Function: verbal_weather] DEBUG -  Weather is Fair and a temperature is 47.0 degrees Fahrenheit with 90% humidity.
[Time: 2024-04-22 11:40:09,445, File: connectionpool.py:1055, Function: _new_conn] DEBUG -  Starting new HTTPS connection (1): huggingface.co:443
[Time: 2024-04-22 11:40:09,647, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/tokenizer_config.json HTTP/1.1" 200 0
[Time: 2024-04-22 11:40:09,820, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/config.json HTTP/1.1" 200 0
[Time: 2024-04-22 11:40:09,880, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/config.json HTTP/1.1" 200 0
[Time: 2024-04-22 11:40:10,478, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/generation_config.json HTTP/1.1" 200 0
[Time: 2024-04-22 11:40:11,635, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 11:40:11] "GET /getWeather/28306 HTTP/1.1" 200 -
[Time: 2024-04-22 11:40:11,827, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 11:40:11] "[33mGET /favicon.ico HTTP/1.1[0m" 404 -
[Time: 2024-04-22 11:40:44,751, File: _internal.py:96, Function: _log] INFO -   * Detected change in '/mnt/d/GlobalDevExperts_DevOps/VSCode_GlobalDevOps_Projects/GDE_WebProject/app.py', reloading
[Time: 2024-04-22 11:40:45,225, File: _internal.py:96, Function: _log] INFO -   * Restarting with stat
[Time: 2024-04-22 11:40:46,501, File: _internal.py:96, Function: _log] WARNING -   * Debugger is active!
[Time: 2024-04-22 11:40:46,501, File: _internal.py:96, Function: _log] INFO -   * Debugger PIN: 124-700-227
[Time: 2024-04-22 11:40:51,178, File: _internal.py:96, Function: _log] INFO -   * Detected change in '/mnt/d/GlobalDevExperts_DevOps/VSCode_GlobalDevOps_Projects/GDE_WebProject/app.py', reloading
[Time: 2024-04-22 11:40:51,538, File: _internal.py:96, Function: _log] INFO -   * Restarting with stat
[Time: 2024-04-22 11:44:04,672, File: _internal.py:96, Function: _log] INFO -  [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://127.0.0.1:8080
[Time: 2024-04-22 11:44:04,672, File: _internal.py:96, Function: _log] INFO -  [33mPress CTRL+C to quit[0m
[Time: 2024-04-22 11:44:04,673, File: _internal.py:96, Function: _log] INFO -   * Restarting with stat
[Time: 2024-04-22 11:44:05,893, File: _internal.py:96, Function: _log] WARNING -   * Debugger is active!
[Time: 2024-04-22 11:44:05,894, File: _internal.py:96, Function: _log] INFO -   * Debugger PIN: 124-700-227
[Time: 2024-04-22 11:44:12,150, File: weather.py:17, Function: get_weather] DEBUG -  Getting weather for 28306
[Time: 2024-04-22 11:44:12,153, File: connectionpool.py:1055, Function: _new_conn] DEBUG -  Starting new HTTPS connection (1): us-weather-by-zip-code.p.rapidapi.com:443
[Time: 2024-04-22 11:44:13,787, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://us-weather-by-zip-code.p.rapidapi.com:443 "GET /getweatherzipcode?zip=28306 HTTP/1.1" 200 347
[Time: 2024-04-22 11:44:13,788, File: weather.py:14, Function: __init__] INFO -  Weather for 28306 retrieved
[Time: 2024-04-22 11:44:13,789, File: weather.py:39, Function: verbal_weather] DEBUG -  Verbose message requested for 28306
[Time: 2024-04-22 11:44:13,789, File: weather.py:40, Function: verbal_weather] DEBUG -  Weather is Fair and a temperature is 47.0 degrees Fahrenheit with 90% humidity.
[Time: 2024-04-22 11:44:13,791, File: connectionpool.py:1055, Function: _new_conn] DEBUG -  Starting new HTTPS connection (1): huggingface.co:443
[Time: 2024-04-22 11:44:14,427, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/tokenizer_config.json HTTP/1.1" 200 0
[Time: 2024-04-22 11:44:14,724, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/config.json HTTP/1.1" 200 0
[Time: 2024-04-22 11:44:15,272, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/config.json HTTP/1.1" 200 0
